name,calories,proteins,lipids,carbs,fibers,userId,
Chips cu paprika Chio,542,6,35,48,0,admin,
Chips cu paprika Viva,504,5,26,62,1,admin,
Chips cu sare Lay's,539,6,35,47,4,admin,
Chips cu sare Lay's Baked Chips Salt,420,5,11,74,4,admin,
Chips cu sare Pringles,526,4,34,52,3,admin,
Chips cu sare Viva,506,5,26,63,1,admin,
Chips cu smantana si ceapa Pringles,517,4,33,52,3,admin,
Chips cu smantana si ierburi mediteranene Chio,524,6,34,50,0,admin,
Chips din nuca de cocos Whole foods,606,6,62,6,0,admin,
Chips Paprika Lay's,525,7,33,48,0,admin,
Chips paprika Viva,489,6,23,65,0,admin,
Chips porumb cu sare Tornado Ryderz,513,6,30,56,0,admin,
Chips sete de bere Lay's,525,7,33,48,4,admin,
Chips Soltino,578,5,40,50,0,admin,
Chips Tortilas de porumb Poco Loco,309,8,7,51,3,admin,
Chips tortilla cu sare Doritos,489,7,23,61,4,admin,
Chips Xtreme Wasabi Chio Chips,509,6,30,52,4,admin,
Chipsuri cu aroma barbeque Lay's,525,7,34,48,4,admin,
Chipsuri cu aroma de paprika Mister Potato Crisps ,506,15,25,56,7,admin,
Chipsuri cu otet Walkers,519,6,31,53,4,admin,
Chipsuri cu porumb Pural,508,8,24,65,0,admin,
Chipsuri cu sare Chio,541,6,35,50,4,admin,
Chipsuri cu smantana si chili Svenska LantChips,499,8,28,55,5,admin,
Chipsuri de creveti Vitasia,529,2,34,55,0,admin,
Chipsuri de legume Delhaize,435,5,26,39,15,admin,
Chipsuri din cereale cu seminte de chimen Rommac,366,8,1,79,5,admin,
Chipsuri din creveti Lidl,529,2,34,55,0,admin,
Chlorella powder Naturya,343,62,8,7,16,admin,
Choco topping 365 Mega Image,97,3,2,18,0,admin,
Chocolate crunchy Muesli Billa,430,9,15,61,8,admin,
Chorizo de curcan Espina,276,21,20,3,0,admin,
Churros Sol Mar,157,5,2,30,0,admin,
Cicoare,20,2,0,4,3,admin,
Cicolata 72% cacao Noir cu afine si migdale Delhaize,561,8,45,31,12,admin,
Cicolata cu arahide Rom Autentic,542,6,0,0,0,admin,
Cicolata neagra Baron,521,6,32,52,0,admin,
Cimbru uscat,272,7,6,69,46,admin,
Cimbru verde,101,6,2,25,14,admin,
Ciocanele de pui crude cu piele Lidl,154,17,9,0,0,admin,
Ciocanele pui crude cu piele 365,185,17,9,1,0,admin,
Ciocoalta cu cacao si vanilie Kandia,475,3,21,70,0,admin,
Ciocolata 50% cacao cu migdale si para Heidi,529,6,32,54,2,admin,
Ciocolata 50% cacao Stilla Dolce,493,6,27,52,8,admin,
Ciocolata 65 % cacao Schogetten,537,9,35,39,0,admin,
Ciocolata 70% cacao cu portocala Ecuador,541,7,30,34,0,admin,
Ciocolata 70% cacao si menta Anidor,579,9,40,42,0,admin,
Ciocolata 70% cacao Valor,456,11,36,34,14,admin,
Ciocolata 70% cacao Weinrichs 1895,575,7,46,28,11,admin,
Ciocolata 70% cirese si chili Lindt,512,6,33,44,0,admin,
Ciocolata 70% cu caramel Ecuador,536,7,37,39,0,admin,
Ciocolata 70% Ecuador,551,8,41,31,0,admin,
Ciocolata 70% Moser Roth,568,8,42,34,11,admin,
Ciocolata 72% cacao afine si migdale Delhaize,561,8,45,31,12,admin,
Ciocolata 72% cacao Anthon Berg,580,7,45,31,0,admin,
Ciocolata 72% cacao Cora,621,7,53,28,1,admin,
Ciocolata 72% cacao cu zmeura si stafide Delhaize,550,7,42,36,11,admin,
Ciocolata 72% cu smochine si nuci caramelizate Dll,565,8,45,32,10,admin,
Ciocolata 74 % cacao Autentic Rom,499,8,27,50,0,admin,
Ciocolata 74 % cacao Bio Carrefour,562,9,43,35,9,admin,
Ciocolata 74% Delhaize DLL Swiss,542,9,40,30,12,admin,
Ciocolata 75% cacao cu portocale Anidor,505,11,36,42,11,admin,
Ciocolata 75% cacao Dark Intense Heidi,598,7,58,29,0,admin,
Ciocolata 75% cacao Tobago,552,9,41,29,15,admin,
Ciocolata 75% Intense Pleasure Kandia,554,11,37,39,10,admin,
Ciocolata 80% cacao Intense Noir Anidor,562,10,50,19,0,admin,
Ciocolata 85% cacao Cavalier,491,7,41,21,26,admin,
Ciocolata 85% cacao Dark Extreme Heidi,600,9,52,18,2,admin,
Ciocolata 85% cacao Moser Roth,567,9,49,22,0,admin,
Ciocolata 85% cacao Weinrichs 1895,598,8,53,15,13,admin,
Ciocolata 85% Cora,577,10,47,21,15,admin,
Ciocolata 85% cu menta After Eight,432,5,17,61,7,admin,
Ciocolata 90% cacao Lindt,600,10,55,20,10,admin,
Ciocolata 90% cacao Mild Lindt si Spruengli,592,10,55,14,0,admin,
Ciocolata 92% cacao Vivani Feine Bitter,648,9,59,13,0,admin,
Ciocolata 95% cacao Zartbitter,451,6,31,46,14,admin,
Ciocolata 99% cacao Excellence Lindt,530,13,49,8,0,admin,
Ciocolata aerata alba Poiana,540,5,30,63,0,admin,
Ciocolata aerata amaruie Poiana,510,5,31,54,7,admin,
Ciocolata aerata cu lapte Poiana,525,6,29,61,2,admin,
Ciocolata After Eight Nestle,428,3,13,74,0,admin,
Ciocolata alba crisp cu capsuni Bellarom,566,6,35,56,0,admin,
Ciocolata alba cu alune de padure Heidi,630,8,43,54,0,admin,
Ciocolata alba cu alune intregi Ritter Sport,583,8,40,48,2,admin,
Ciocolata alba cu alune intregi Ritter Sport,562,7,38,48,0,admin,
Ciocolata alba cu alune si orez expandat Van d'Or,566,8,37,51,2,admin,
Ciocolata alba cu banane Banana Split Choco Venture Heidi,537,7,32,54,0,admin,
Ciocolata alba cu ceai de rooibos si vanilie Cafe-Tasse,529,6,32,54,0,admin,
Ciocolata alba cu cocos Auchan,591,6,38,55,1,admin,
Ciocolata alba cu iaurt capsuni si rabarbar Lindt,564,7,36,5352,0,admin,
Ciocolata alba cu miere si nugat cu migdale Toblerone,535,6,31,57,0,admin,
Ciocolata alba cu musli Poiana,520,6,29,60,0,admin,
Ciocolata alba cu nuca de cocos si fulgi de porumb Bellarom Lidl,566,6,38,49,0,admin,
Ciocolata alba cu zmeura Choco Venture Heidi,557,7,37,49,0,admin,
Ciocolata alba Hershey's,521,8,27,61,0,admin,
Ciocolata alba Lindt,630,6,63,42,0,admin,
Ciocolata alba Milka,535,5,30,63,0,admin,
Ciocolata alba Sarotti,560,7,22,55,0,admin,
Ciocolata alba si neagra Choco Duo Ritter Sport ,547,7,33,55,2,admin,
Ciocolata Alpine milk Schogetten,559,5,35,55,0,admin,
Ciocolata amara umpluta cu crema cu aroma de tiramisu Schogetten,554,7,37,44,0,admin,
Ciocolata amaruie 55% cacao Kandia,535,7,35,55,8,admin,
Ciocolata amaruie 55% cacao Primola,537,6,33,51,0,admin,
Ciocolata amaruie 60% cacao cu stevia Sweet&Safe,428,7,38,32,19,admin,
Ciocolata amaruie 70% Wawel,497,8,39,34,12,admin,
Ciocolata amaruie 72% Auchan,559,8,43,30,12,admin,
Ciocolata amaruie 72% Carrefour,499,10,40,34,11,admin,
Ciocolata amaruie 72% Meybona,616,8,49,31,0,admin,
Ciocolata amaruie 74% cacao cu portocala Van d'Or,553,7,41,34,10,admin,
Ciocolata amaruie 75% cacao Kandia,510,11,37,41,12,admin,
Ciocolata amaruie 75% cu menta Kandia,574,7,35,54,9,admin,
Ciocolata amaruie 75% cu stevia Sweet&Safe,440,10,39,31,14,admin,
Ciocolata amaruie 85% Auchan,591,8,52,17,0,admin,
Ciocolata amaruie 85% cacao Sarotti,593,10,50,17,0,admin,
Ciocolata amaruie 86% Noir Brut Cote D'Or,605,9,55,19,3,admin,
Ciocolata amaruie alune si stafide Kandia,510,6,33,56,0,admin,
Ciocolata amaruie cu alune de padure intregi caramelizate Heidi,557,8,39,40,0,admin,
Ciocolata amaruie cu alune intregi Ritter Sport,556,7,40,41,6,admin,
Ciocolata amaruie cu aroma de violete Auchan,524,7,34,55,8,admin,
Ciocolata amaruie cu cafea Heidi,545,6,38,47,0,admin,
Ciocolata amaruie cu capsuni strawberry dark Lindt,500,5,30,50,3,admin,
Ciocolata amaruie cu crema de frisca si cereale Primola,514,12,34,40,0,admin,
Ciocolata amaruie cu crema de lamaie verde Kandia,560,6,35,56,6,admin,
Ciocolata amaruie cu crema de menta Poiana,460,3,21,66,5,admin,
Ciocolata amaruie cu crema lamaie Poiana,460,3,21,65,5,admin,
Ciocolata amaruie cu crema zmeura Kandia,480,3,22,68,5,admin,
Ciocolata amaruie cu guava papaya si chili Heidi SummerVenture Mexico,556,8,33,56,0,admin,
Ciocolata amaruie cu lamaie si menta Heidi Grand'Or,539,7,36,46,0,admin,
Ciocolata amaruie cu merisor Heidi Grand'Or,549,6,35,54,2,admin,
Ciocolata amaruie cu migdale miere si chilli Anthon Berg,520,6,31,50,0,admin,
Ciocolata amaruie cu portocale Anidor,560,9,40,40,0,admin,
Ciocolata amaruie cu portocale Kandia,569,6,34,56,8,admin,
Ciocolata amaruie Delicacy,516,4,30,51,12,admin,
Ciocolata amaruie Delicacy Lidl,516,4,30,51,12,admin,
Ciocolata amaruie Derby,513,5,30,51,9,admin,
Ciocolata amaruie Diet Line,405,6,33,35,21,admin,
Ciocolata amaruie fara zahar Sly,464,5,34,56,9,admin,
Ciocolata amaruie Galactic,570,6,29,44,0,admin,
Ciocolata amaruie Laura,525,6,33,50,2,admin,
Ciocolata amaruie Novatini,490,3,33,45,0,admin,
Ciocolata amaruie Penny,495,5,28,51,0,admin,
Ciocolata amaruie Poiana,525,5,27,54,7,admin,
Ciocolata amaruie Proxi,516,4,30,51,0,admin,
Ciocolata amaruie Schermer Marc de Champagne,529,4,34,45,0,admin,
Ciocolata Anidor 70%,591,9,44,37,0,admin,
Ciocolata belgiana inducita cu stevie Cavalier,524,8,42,31,15,admin,
CIocolata Bouquette Cappuccino Heidi,573,7,39,49,0,admin,
Ciocolata Bubbly Alpine Milk Milka,535,7,31,58,0,admin,
Ciocolata cacao 60% Amazonas,574,5,41,42,0,admin,
Ciocolata calda alba la plic Don Cafe,425,8,10,74,0,admin,
Ciocolata calda cu gust de cirese Dr. Oetker,365,6,4,78,0,admin,
Ciocolata calda Don Cafe,380,6,6,81,5,admin,
Ciocolata Camille Bloch Kirsch,495,6,24,61,0,admin,
Ciocolata cappuccino&Shoko Keks Amanie,525,6,30,57,2,admin,
Ciocolata capsuni Schogetten,544,7,33,54,0,admin,
Ciocolata capsuni strawberry&crispies Primola,531,4,33,58,0,admin,
Ciocolata Choceur Haselnuss,555,8,35,51,3,admin,
Ciocolata choco cookies Milka,495,6,25,62,2,admin,
Ciocolata Cocos Bensdorf,545,6,32,56,2,admin,
Ciocolata cocos si mente Cocos & Choco minis,479,4,25,59,3,admin,
Ciocolata cookies'n'Chocolate Hershey's,477,7,28,47,0,admin,
Ciocolata Creamy Cappuccino Heidi,535,7,33,53,1,admin,
Ciocolata Cremita Primola,559,7,33,56,2,admin,
Ciocolata cu alune de padure Nussknacker,599,16,9,44,3,admin,
Ciocolata cu alune de padure Schogetten,553,7,35,53,0,admin,
Ciocolata cu alune intregi Ritter Sport ,557,8,38,46,3,admin,
Ciocolata cu alune Kandia,550,5,34,58,0,admin,
Ciocolata cu alune Nussknacker,585,10,40,45,3,admin,
Ciocolata cu alune Penny,512,6,29,55,0,admin,
Ciocolata cu alune si caramel Ritter Sport,581,6,40,49,2,admin,
Ciocolata cu alune si stafide Choceur,528,3,30,54,0,admin,
Ciocolata cu alune si stafide Poiana,520,6,30,55,3,admin,
Ciocolata cu alune Talisman Bucuria,575,9,42,42,0,admin,
Ciocolata cu alune zdrobite si caramel Toffee Broken Nuts Milka,560,6,37,52,1,admin,
Ciocolata cu arahide Africana,535,8,32,52,4,admin,
Ciocolata cu arahide Delicii Poiana,500,9,28,53,3,admin,
Ciocolata cu arahide First Nice Lidl,526,7,33,51,1,admin,
Ciocolata cu arahide Novatini,540,9,33,52,2,admin,
Ciocolata cu arahide Poiana,542,9,34,49,3,admin,
Ciocolata cu banane Original Casali,378,2,11,68,0,admin,
Ciocolata cu biscuiti Ritter Sport ,556,7,35,53,2,admin,
Ciocolata cu biscuiti si crema de frisca Kandia,520,6,29,59,0,admin,
Ciocolata cu cacao si fistic Perugina,526,6,32,51,7,admin,
Ciocolata cu cafea Milka Pleasure,575,5,38,52,1,admin,
Ciocolata cu cappuccino Africana,465,2,20,69,2,admin,
Ciocolata cu cappuccino Primola,534,5,33,54,0,admin,
Ciocolata cu capsuni Laura,471,2,20,70,2,admin,
Ciocolata cu capsuni Sly Diet,472,8,33,53,0,admin,
Ciocolata cu capsuni Vis,485,3,22,67,0,admin,
Ciocolata cu caramel Milka,490,5,26,60,1,admin,
Ciocolata cu cereale Primola Cereals,512,6,29,57,0,admin,
Ciocolata cu cocos Africana,540,4,32,58,3,admin,
Ciocolata cu crema caramel si crema de lapte Schogetten,519,6,29,59,0,admin,
Ciocolata cu crema de alune Poiana,555,6,35,52,2,admin,
Ciocolata cu crema de ananas Bohme,431,2,15,70,0,admin,
Ciocolata cu crema de banane Casali,380,2,11,69,0,admin,
Ciocolata cu crema de banane Novatini,429,7,23,64,0,admin,
Ciocolata cu crema de cafea Kandia,560,6,35,57,6,admin,
Ciocolata cu crema de cappuccino Ritter Sport,574,6,39,50,2,admin,
Ciocolata cu crema de capsuni Casali,380,2,12,68,0,admin,
Ciocolata cu crema de capsuni chery cream Milka,520,4,29,59,1,admin,
Ciocolata cu crema de capsuni Kiss,450,5,18,67,1,admin,
Ciocolata cu crema de capsuni si frisca Novatini,463,3,23,61,0,admin,
Ciocolata cu crema de capsuni si sampanie Anthon Berg,450,7,23,50,0,admin,
Ciocolata cu crema de ciocolata Ritter Sport ,544,5,36,48,7,admin,
Ciocolata cu crema de fistic Desir de Pistaches Emoti,546,5,33,55,0,admin,
Ciocolata cu crema de iaurt Ritter Sport,569,8,38,48,2,admin,
Ciocolata cu crema de iaurt si mango Schogetten,549,7,34,54,0,admin,
Ciocolata cu crema de menta Midnight Mints,455,4,17,70,4,admin,
Ciocolata cu extra cacao 60% Selex,557,8,37,45,8,admin,
Ciocolata cu frisca Alpen Sahne Choceur,555,8,35,52,0,admin,
Ciocolata cu fructoza cu gust de arahide Diabette,577,8,42,42,3,admin,
Ciocolata cu fulgi de migdale Florentine Grand'Or Heidi,513,9,30,52,2,admin,
Ciocolata cu fulgi de porumb Ritter Sport,525,6,29,59,2,admin,
Ciocolata cu iaurt Milka,565,5,36,55,1,admin,
Ciocolata cu lapte Africana,520,4,28,63,3,admin,
Ciocolata cu lapte Arista,503,2,29,60,0,admin,
Ciocolata cu lapte Balin,525,6,30,58,3,admin,
Ciocolata cu lapte cu chips-uri de cereale si fulgi de porumb Maitre Truffout,507,6,27,59,0,admin,
Ciocolata cu lapte cu crema frisca si biscuiti Milka,555,6,35,55,2,admin,
Ciocolata cu lapte cu umplutura cu gust de trufe Katy,571,6,37,52,0,admin,
Ciocolata cu lapte fara zahar Wawel,496,7,35,53,2,admin,
Ciocolata cu lapte Favorina,553,7,33,56,0,admin,
Ciocolata cu lapte Frigor Switzerland,561,6,37,51,0,admin,
Ciocolata cu lapte Intense Chocolate & Milk Kandia,565,7,34,57,4,admin,
Ciocolata cu lapte Kandia,535,4,31,62,0,admin,
Ciocolata cu lapte Laura,525,4,30,60,1,admin,
Ciocolata cu lapte Milka,545,8,34,53,0,admin,
Ciocolata cu lapte Milky Way,454,4,17,72,0,admin,
Ciocolata cu lapte Poiana,533,6,31,58,2,admin,
Ciocolata cu lapte Primola,538,12,30,52,0,admin,
Ciocolata cu lapte Ritter Sport,533,7,31,57,3,admin,
Ciocolata cu lapte Schogetten,535,6,31,57,0,admin,
Ciocolata cu lapte si alune de padure intregi caramelizate Heidi,587,10,42,42,0,admin,
Ciocolata cu lapte si alune de padure intregi Primola Supreme,546,18,36,37,0,admin,
Ciocolata cu lapte si alune Derby,551,7,35,51,3,admin,
Ciocolata cu lapte si alune fara zaharuri adaugate Monteoro,510,9,38,47,2,admin,
Ciocolata cu lapte si alune Frey,573,8,39,45,4,admin,
Ciocolata cu lapte si alune intens Kandia,577,8,37,53,4,admin,
Ciocolata cu lapte si alune intregi Fin Carre,568,9,37,50,0,admin,
Ciocolata cu lapte si alune intregi Milka,560,8,36,49,2,admin,
Ciocolata cu lapte si alune Maitre Truffout,525,6,33,51,1,admin,
Ciocolata cu lapte si caramel Crunch Delica Dore,531,5,31,56,0,admin,
Ciocolata cu lapte si crema de caise Laura,495,3,22,70,0,admin,
Ciocolata cu lapte si migdale intregi Ritter Sport,546,9,37,45,4,admin,
Ciocolata cu lapte si umplutura de lapte Schogetten,565,5,37,53,0,admin,
Ciocolata cu lapte si umplutura de praline Delhaize,579,7,39,49,2,admin,
Ciocolata cu lapte si umplutura praline 365,529,7,31,56,0,admin,
Ciocolata cu lapte Sly,480,6,33,53,4,admin,
Ciocolata cu lapte Sweet&Safe,418,11,33,41,11,admin,
Ciocolata cu lapte Torras,473,6,34,54,1,admin,
Ciocolata cu lapte umpluta cu caramel Katy,480,4,19,68,1,admin,
Ciocolata cu lapte umpluta cu crema de lapte Schoko Milch Riegel,567,8,36,52,1,admin,
Ciocolata cu lapte umpluta cu crema nougat Schogetten,553,6,34,55,0,admin,
Ciocolata cu lapte umpluta cu spuma de ciocolata Auchan,556,7,36,51,3,admin,
Ciocolata cu lapte umpluta cu trufa si rom Jamaica Schogetten,526,5,29,56,0,admin,
Ciocolata cu lapte alune si stafide Derby,493,6,26,54,0,admin,
Ciocolata cu lapte stafide si alune Fin Carre,499,6,27,57,0,admin,
Ciocolata cu martipan Ritter Sport,484,6,27,53,5,admin,
Ciocolata cu Marzipan mini Ritter Sport,500,14,28,52,6,admin,
Ciocolata cu menta After Eight,418,2,12,75,0,admin,
Ciocolata cu menta Casino,459,3,19,67,4,admin,
Ciocolata cu menta Choceur,468,4,22,63,0,admin,
Ciocolata cu menta Fresh Mint Primola,445,2,25,53,0,admin,
Ciocolata cu menta Ritter Sport ,488,3,27,59,4,admin,
Ciocolata cu mere si scortisoara Winter Venture Heidi,531,7,36,52,0,admin,
Ciocolata cu migdale intregi Noir Amandes Kaufland,556,11,38,38,1,admin,
Ciocolata cu migdale Schogetten,550,6,34,54,0,admin,
Ciocolata cu mousse Milka,562,7,37,49,4,admin,
Ciocolata cu nuci si miere Heidi,580,7,42,44,0,admin,
Ciocolata cu portocale Casino,502,9,35,38,12,admin,
Ciocolata cu portocale si scortisoara Winter Venture Heidi,546,7,37,53,0,admin,
Ciocolata cu praline Ritter Sport ,544,7,34,52,3,admin,
Ciocolata cu rom Arista,396,5,19,66,0,admin,
Ciocolata cu rom Poiana,490,4,25,61,2,admin,
Ciocolata cu rom stafide si nuci Ritter Sport,516,6,28,55,0,admin,
Ciocolata cu sare Fleur de sel Lindt,527,6,32,50,0,admin,
Ciocolata cu spuma de ciocolata Ritter Sport,535,7,36,46,7,admin,
Ciocolata cu stafide Poiana,505,5,27,59,3,admin,
Ciocolata cu stafide si alune de padure Milka,495,6,26,58,3,admin,
Ciocolata cu stafide si alune Ritter Sport ,501,6,29,54,3,admin,
Ciocolata cu stevia Cavalier,432,5,35,19,35,admin,
Ciocolata cu tiramisu Schogetten,560,4,36,52,0,admin,
Ciocolata cu truffe Casino,560,5,40,45,7,admin,
Ciocolata Dark Coffee Heidi,547,6,38,47,2,admin,
Ciocolata dark cranberries Torras,457,6,32,48,10,admin,
Ciocolata Dark Espresso Heidi,553,6,38,47,0,admin,
Ciocolata dark fara zahar Valor,446,6,33,51,8,admin,
Ciocolata dark portocale Heidi,519,7,35,45,0,admin,
Ciocolata de casa cu alune Batonul Copilariei,445,5,16,70,0,admin,
Ciocolata de lux 72% cacao Bucuria,554,9,41,37,0,admin,
Ciocolata de post cu crema de cafea Romana,507,4,22,65,0,admin,
Ciocolata de post cu crema de rom Romana,474,4,22,65,0,admin,
Ciocolata dietetica fara zahar cu capsuni Erdbeer Joghurt Frankonia ,560,10,37,46,2,admin,
Ciocolata dietetica hipoglucidica neagra Gerble Glucoregul,399,6,30,36,24,admin,
Ciocolata dietetica Milka Diet cu Lapte din Alpi,554,7,43,31,0,admin,
Ciocolata dietetica neagra 70% Wawel,474,8,39,35,12,admin,
Ciocolata dietetica Ron-Trufa,517,8,32,48,4,admin,
Ciocolata Dinner Mints Bohme,453,5,17,70,0,admin,
Ciocolata Eclats de Feves 72% Carrefour,575,8,43,33,11,admin,
Ciocolata Edel Kaffee Sahne Bellarom,548,7,36,50,2,admin,
Ciocolata elvetiana Alprose,518,7,27,60,0,admin,
Ciocolata excellence chili Lindt,535,6,33,50,8,admin,
Ciocolata Excellence Chilli Lindt,505,5,32,49,0,admin,
Ciocolata extra cocoa Milka,545,9,36,46,6,admin,
Ciocolata extra cocoa Milka,540,9,36,45,6,admin,
Ciocolata extra dark 85% Frey,600,10,50,18,16,admin,
Ciocolata extra neagra 76 % Corona Intenza Kraft,569,10,43,35,2,admin,
Ciocolata fara zahar cu cappuccino Sly,472,8,33,53,0,admin,
Ciocolata fara zahar Milk Choc Zaini,459,6,32,45,13,admin,
Ciocolata fina amara cu crema de martipan Schogetten,507,5,29,50,0,admin,
Ciocolata fina cu lapte integral si alune de padure Fin Carre,582,9,40,45,0,admin,
Ciocolata fina neagra 74% cacao Bellarom,561,10,41,32,10,admin,
Ciocolata Finest Selection albastru Merci,575,8,38,50,0,admin,
Ciocolata fondanta Torras,454,6,34,49,7,admin,
Ciocolata fondente extra amaro Novi,561,8,45,30,0,admin,
Ciocolata Heidi Dark Cranberry ,549,6,35,54,0,admin,
Ciocolata Heidi Florentine,514,9,30,52,2,admin,
Ciocolata Heidi Summer Venture Amazon ciocolata amaruie cu nuci de Brazilia lime si maracuja,536,6,34,51,0,admin,
Ciocolata Heidi Summer Venture Casablanca ciocolata alba cu tangerine smochine si migdale,570,8,35,56,0,admin,
Ciocolata Heidi Summer Venture Cote D'Azur ciocolata lapte cu lamaie migdale si portocala rosie,521,6,32,52,0,admin,
Ciocolata Heidi Summer Venture Indiaciocolata cu lapte cu mango caju si cardamom,560,9,33,57,0,admin,
Ciocolata Heidi Summer Venture Sicilia ciocolata lapte cu fistic portocale rosii si busuioc,347,7,32,58,0,admin,
Ciocolata Heidi Summer Venture Thailand ciocolata amaruie cu lychee grapefruit si susan,580,10,37,52,0,admin,
Ciocolata indulcita cu stevia Torras,410,7,37,33,18,admin,
Ciocolata Katzenzungen Kufferle,559,9,37,47,0,admin,
Ciocolata keto cu migdale,561,8,51,20,9,admin,
Ciocolata Kinder Country,553,10,34,53,0,admin,
Ciocolata La Route Des Alpes,505,5,24,60,0,admin,
Ciocolata lapte alpin Ritter Sport ,542,8,32,55,3,admin,
Ciocolata lapte cu bucati de alune de padure camarelizate Heidi,568,9,37,51,0,admin,
Ciocolata lapte cu bucati de cacao si cafea Heidi,525,8,31,56,0,admin,
Ciocolata lapte cu stafide si alune de padure Heidi,517,9,30,53,0,admin,
Ciocolata Lindt extra Lapte,537,7,31,57,0,admin,
Ciocolata Malaga Baron,551,6,36,52,0,admin,
Ciocolata mentolata cu alune Mister Choc Lidl,499,10,28,51,3,admin,
Ciocolata Merci,590,8,39,51,0,admin,
Ciocolata Milka alune de padure,541,7,32,54,0,admin,
Ciocolata Milka alune si stafide,491,6,26,58,0,admin,
Ciocolata Milka Bratapfel cu scortisoara si mar,509,7,27,59,0,admin,
Ciocolata Milka caramel,485,5,33,63,1,admin,
Ciocolata Milka cu biscuiti Oreo,560,6,35,55,1,admin,
Ciocolata Milka Diet,500,7,31,43,0,admin,
Ciocolata Milka Happy Cow,530,6,30,59,0,admin,
Ciocolata Milka iaurt si capsuni,560,7,36,53,0,admin,
Ciocolata Milka Luflee Milk,530,7,30,58,0,admin,
Ciocolata Milka Luflee Noisette,546,8,34,52,0,admin,
Ciocolata Milka Luflee White,535,5,30,63,0,admin,
Ciocolata Milka M-Joy Alune,555,8,36,49,0,admin,
Ciocolata Milka M-Joy Lapte,530,7,30,59,0,admin,
Ciocolata Milka M-Joy Migdale,540,9,33,51,0,admin,
Ciocolata Milka M-Joy Orez crocant,505,7,26,63,2,admin,
Ciocolata Milka Milkinis,575,8,39,49,0,admin,
Ciocolata Milka Noisette cu alune,545,8,34,53,0,admin,
Ciocolata Milka Sahne Creme,605,5,45,46,2,admin,
Ciocolata Milka Shoko & Keks,555,6,35,55,2,admin,
Ciocolata Milka spuma de ciocolata,560,7,38,46,0,admin,
Ciocolata Milka Weihnacht cu scortisoara si portocale,509,7,28,58,0,admin,
Ciocolata Moments Cherry Heidi,516,6,31,53,0,admin,
Ciocolata mousse dark J. D. Gross,568,5,41,43,0,admin,
Ciocolata neagra 60% cacao Nestle Ecuador ,544,7,7,43,0,admin,
Ciocolata neagra 70% cacao Gerble,533,10,42,31,14,admin,
Ciocolata neagra 70% cacao Nero Perugina ,560,8,39,38,0,admin,
Ciocolata neagra 70% cu portocale J.D.Gross,520,7,39,34,0,admin,
Ciocolata neagra 70% cu zmeura Ecuador,541,7,40,33,0,admin,
Ciocolata neagra 70% Lindt,520,8,33,40,15,admin,
Ciocolata neagra 70% Wewel,474,8,39,35,12,admin,
Ciocolata neagra 72% cacao Frey,560,8,45,30,0,admin,
Ciocolata neagra 72% cu smochine si nuci Delhaize,565,8,45,32,11,admin,
Ciocolata neagra 72% Dolciando,559,8,42,30,0,admin,
